0,1,2005.74,435.93,53.52,117.64,7.43,-1,-1,-1
0,2,1740.38,316.08,33.66,82.09,7.33,-1,-1,-1
0,3,1341.55,239.56,25.19,58.92,7.09,-1,-1,-1
0,4,2378.27,185.42,21.96,52.40,7.06,-1,-1,-1
0,5,1024.49,372.77,29.44,77.09,7.06,-1,-1,-1
0,6,3236.18,534.28,51.05,105.89,7.02,-1,-1,-1
0,7,2057.89,257.36,34.45,76.13,6.99,-1,-1,-1
0,8,1654.26,208.93,21.87,58.13,6.97,-1,-1,-1
0,9,2507.36,187.14,21.20,47.92,6.87,-1,-1,-1
0,10,1757.61,176.65,20.14,50.78,6.84,-1,-1,-1
0,11,1453.74,196.23,20.59,50.02,6.75,-1,-1,-1
0,12,2049.70,163.84,26.02,49.88,6.75,-1,-1,-1
0,13,2983.64,237.38,20.30,46.06,6.73,-1,-1,-1
0,14,1811.48,149.03,22.61,46.49,6.69,-1,-1,-1
0,15,2001.67,163.87,26.23,46.97,6.67,-1,-1,-1
0,16,2037.26,227.30,37.37,70.12,6.67,-1,-1,-1
0,17,884.91,282.33,29.04,48.39,6.66,-1,-1,-1
0,18,2733.63,324.62,31.41,77.43,6.66,-1,-1,-1
0,19,2546.98,207.43,21.89,55.81,6.59,-1,-1,-1
0,20,2032.03,189.62,26.90,63.59,6.48,-1,-1,-1
0,21,1554.67,156.85,21.94,43.31,6.41,-1,-1,-1
0,22,2048.47,296.59,33.30,83.10,5.88,-1,-1,-1
0,23,2185.12,132.85,20.16,41.62,5.86,-1,-1,-1
0,24,2052.15,279.21,36.68,82.73,5.16,-1,-1,-1
0,25,2032.28,208.29,30.20,70.26,4.97,-1,-1,-1
0,26,2029.82,127.58,20.26,48.48,4.33,-1,-1,-1
0,27,75.14,597.63,109.50,84.61,3.58,-1,-1,-1
0,28,2255.34,954.53,38.54,79.99,3.03,-1,-1,-1
0,29,151.55,623.12,79.75,44.37,2.21,-1,-1,-1
0,30,1584.92,133.20,24.63,45.62,2.08,-1,-1,-1
0,31,69.92,603.59,169.92,81.23,1.70,-1,-1,-1
0,32,135.45,623.41,107.89,46.77,1.22,-1,-1,-1
0,33,78.12,607.17,213.29,68.10,0.95,-1,-1,-1
0,34,3320.22,271.85,46.39,71.28,0.84,-1,-1,-1
1,1,2005.11,435.45,54.90,118.83,7.47,-1,-1,-1
1,2,1739.67,315.58,34.27,82.96,7.33,-1,-1,-1
1,3,1341.24,239.31,25.59,59.33,7.13,-1,-1,-1
1,4,2377.74,185.37,22.68,52.73,7.10,-1,-1,-1
1,5,1023.98,372.82,28.92,76.79,7.04,-1,-1,-1
1,6,3235.82,534.50,51.14,105.55,7.08,-1,-1,-1
