0,1,2005.74,435.92,53.53,117.65,7.43,-1,-1,-1
0,2,1740.37,316.08,33.67,82.09,7.33,-1,-1,-1
0,3,1341.55,239.56,25.19,58.92,7.09,-1,-1,-1
0,4,2378.26,185.41,21.97,52.42,7.06,-1,-1,-1
0,5,1024.50,372.76,29.44,77.09,7.06,-1,-1,-1
0,6,3236.18,534.27,51.06,105.90,7.02,-1,-1,-1
0,7,2057.88,257.36,34.46,76.13,6.99,-1,-1,-1
0,8,1654.26,208.94,21.88,58.14,6.97,-1,-1,-1
0,9,2507.37,187.14,21.20,47.92,6.87,-1,-1,-1
0,10,1757.61,176.65,20.14,50.78,6.84,-1,-1,-1
0,11,1453.74,196.23,20.59,50.03,6.75,-1,-1,-1
0,12,2049.71,163.84,26.02,49.89,6.75,-1,-1,-1
0,13,2983.64,237.38,20.30,46.07,6.73,-1,-1,-1
0,14,1811.48,149.02,22.61,46.50,6.69,-1,-1,-1
0,15,2001.67,163.88,26.24,46.96,6.67,-1,-1,-1
0,16,2037.26,227.31,37.38,70.12,6.67,-1,-1,-1
0,17,2733.64,324.61,31.41,77.44,6.66,-1,-1,-1
0,18,884.91,282.33,29.04,48.40,6.66,-1,-1,-1
0,19,2546.98,207.42,21.89,55.82,6.59,-1,-1,-1
0,20,2032.02,189.62,26.91,63.60,6.48,-1,-1,-1
0,21,1554.67,156.85,21.94,43.31,6.41,-1,-1,-1
0,22,2048.47,296.60,33.30,83.09,5.88,-1,-1,-1
0,23,2185.12,132.84,20.16,41.62,5.86,-1,-1,-1
0,24,2052.16,279.18,36.69,82.74,5.16,-1,-1,-1
0,25,2032.28,208.28,30.21,70.25,4.97,-1,-1,-1
0,26,2029.81,127.58,20.26,48.49,4.33,-1,-1,-1
0,27,75.16,597.63,109.46,84.61,3.58,-1,-1,-1
0,28,2255.34,954.53,38.55,80.00,3.02,-1,-1,-1
0,29,151.65,623.12,79.66,44.35,2.21,-1,-1,-1
0,30,1584.92,133.19,24.64,45.63,2.07,-1,-1,-1
0,31,69.96,603.60,169.64,81.22,1.70,-1,-1,-1
0,32,78.31,607.18,213.07,68.07,0.95,-1,-1,-1
0,33,3320.22,271.84,46.39,71.28,0.84,-1,-1,-1
1,1,2005.11,435.45,54.90,118.83,7.47,-1,-1,-1
1,2,1739.66,315.57,34.28,82.96,7.33,-1,-1,-1
1,3,1341.24,239.31,25.59,59.33,7.13,-1,-1,-1
1,4,2377.74,185.37,22.69,52.73,7.10,-1,-1,-1
1,5,1023.98,372.81,28.92,76.79,7.04,-1,-1,-1
1,6,3235.82,534.50,51.14,105.54,7.08,-1,-1,-1
1,7,2055.97,257.18,36.37,76.27,6.88,-1,-1,-1
1,8,1654.19,208.89,21.99,58.17,6.97,-1,-1,-1
1,9,2506.29,186.10,24.75,48.84,6.97,-1,-1,-1
1,10,1758.16,176.79,20.21,50.58,6.83,-1,-1,-1
1,11,1454.05,196.07,20.43,50.18,6.73,-1,-1,-1
1,12,2049.40,164.15,26.04,49.55,6.74,-1,-1,-1
1,13,2983.34,237.19,20.12,46.07,6.73,-1,-1,-1
1,14,1811.43,149.07,22.46,47.86,6.72,-1,-1,-1
1,15,2002.43,163.71,27.20,48.21,6.64,-1,-1,-1
1,16,2038.10,228.22,34.64,71.71,6.56,-1,-1,-1
1,17,2733.48,324.28,31.86,78.92,6.82,-1,-1,-1
1,18,886.07,282.49,27.70,48.05,6.65,-1,-1,-1
1,19,2547.36,207.51,23.30,55.99,6.76,-1,-1,-1
1,20,2032.02,189.53,27.79,65.43,6.51,-1,-1,-1
1,21,1554.58,156.61,22.12,43.45,6.40,-1,-1,-1
1,22,2048.68,296.10,33.83,83.58,5.42,-1,-1,-1
1,23,2184.60,132.41,20.76,42.24,5.80,-1,-1,-1
1,25,2032.77,204.86,29.19,70.26,5.01,-1,-1,-1
1,27,76.01,597.45,107.60,84.67,3.27,-1,-1,-1
1,28,2255.39,954.51,38.43,79.83,3.01,-1,-1,-1
1,29,144.58,622.68,86.44,46.86,2.20,-1,-1,-1
1,30,1586.93,135.57,23.06,41.64,1.97,-1,-1,-1
1,31,70.70,603.67,168.84,81.34,1.66,-1,-1,-1
1,32,75.30,605.74,215.66,70.74,0.85,-1,-1,-1
1,34,121.11,622.14,123.99,50.24,1.17,-1,-1,-1
2,1,2004.14,436.04,55.38,118.68,7.40,-1,-1,-1
2,2,1739.26,315.53,34.42,82.87,7.31,-1,-1,-1
2,3,1340.45,239.32,26.23,59.43,7.16,-1,-1,-1
2,4,2377.49,185.37,23.28,52.84,7.10,-1,-1,-1
2,5,1023.18,372.62,29.29,77.83,7.07,-1,-1,-1
2,6,3236.77,534.68,50.10,105.35,7.05,-1,-1,-1
2,7,2055.10,257.48,36.75,76.55,6.87,-1,-1,-1
2,8,1654.19,208.95,21.95,58.07,6.97,-1,-1,-1
2,9,2504.73,185.72,24.34,48.44,6.93,-1,-1,-1
2,10,1758.57,177.14,20.07,50.21,6.82,-1,-1,-1
2,11,1454.03,196.08,20.50,50.21,6.70,-1,-1,-1
2,12,2049.17,164.02,26.04,49.63,6.77,-1,-1,-1
2,13,2983.09,237.01,20.27,46.48,6.73,-1,-1,-1
2,14,1812.18,149.46,22.19,46.90,6.67,-1,-1,-1
2,15,2003.16,164.12,26.14,47.37,6.68,-1,-1,-1
2,16,2038.39,229.08,35.16,71.72,6.57,-1,-1,-1
2,17,2733.38,323.95,32.02,79.45,6.88,-1,-1,-1
2,18,886.29,280.93,28.36,50.07,6.60,-1,-1,-1
2,19,2548.13,207.85,23.54,55.42,6.67,-1,-1,-1
2,20,2032.16,190.21,26.69,65.76,6.54,-1,-1,-1
2,21,1554.71,156.72,21.96,43.26,6.40,-1,-1,-1
2,22,2049.02,296.17,33.16,83.66,5.84,-1,-1,-1
2,23,2184.27,132.24,20.75,42.40,5.71,-1,-1,-1
2,25,2032.25,205.06,27.90,68.67,5.02,-1,-1,-1
2,27,80.03,604.83,108.16,76.29,1.27,-1,-1,-1
2,28,2255.47,954.54,38.34,79.38,3.05,-1,-1,-1
2,29,162.57,623.57,68.02,47.00,1.08,-1,-1,-1
2,30,1587.71,135.04,22.95,42.11,1.48,-1,-1,-1
2,31,70.76,606.12,201.26,76.69,1.20,-1,-1,-1
2,32,96.44,622.23,149.95,53.46,1.28,-1,-1,-1
2,34,134.49,622.41,97.08,49.83,2.44,-1,-1,-1
2,35,97.67,630.53,91.65,53.87,1.27,-1,-1,-1
2,26,2028.71,126.20,19.42,45.30,1.16,-1,-1,-1
3,1,2003.71,437.17,55.16,118.50,7.36,-1,-1,-1
3,2,1739.17,315.41,34.26,83.32,7.31,-1,-1,-1
3,3,1340.17,239.69,26.42,59.13,7.17,-1,-1,-1
3,4,2377.30,185.33,23.49,52.84,7.10,-1,-1,-1
3,5,1022.82,372.35,29.51,78.21,7.11,-1,-1,-1
3,6,3237.63,534.54,49.20,105.41,7.04,-1,-1,-1
3,7,2055.42,256.95,35.66,77.30,6.90,-1,-1,-1
3,8,1654.05,208.89,22.14,58.13,6.98,-1,-1,-1
3,9,2504.44,184.96,23.44,48.43,6.93,-1,-1,-1
3,10,1758.88,177.28,20.54,50.28,6.87,-1,-1,-1
3,11,1454.35,196.53,20.36,49.49,6.70,-1,-1,-1
3,12,2048.28,163.87,27.23,50.25,6.79,-1,-1,-1
3,13,2982.62,236.81,20.34,46.61,6.69,-1,-1,-1
3,14,1812.25,150.33,23.16,46.72,6.75,-1,-1,-1
3,15,2003.68,164.27,25.79,47.57,6.71,-1,-1,-1
3,16,2037.88,229.22,36.44,71.69,6.64,-1,-1,-1
3,17,2733.38,323.55,32.21,80.23,7.01,-1,-1,-1
3,18,887.44,281.08,27.56,50.32,6.52,-1,-1,-1
3,19,2548.53,207.71,26.39,58.38,6.90,-1,-1,-1
3,20,2031.27,189.99,27.46,64.32,6.69,-1,-1,-1
3,21,1554.67,156.79,22.04,43.20,6.41,-1,-1,-1
3,22,2048.66,295.97,34.47,83.85,6.16,-1,-1,-1
3,23,2183.58,131.73,21.03,43.06,5.81,-1,-1,-1
3,25,2031.09,201.54,28.78,68.81,5.08,-1,-1,-1
3,27,80.46,605.89,106.21,74.74,1.54,-1,-1,-1
3,28,2255.42,954.51,38.47,79.67,3.15,-1,-1,-1
3,29,157.45,622.65,71.80,48.04,1.99,-1,-1,-1
3,30,1587.94,134.89,23.17,42.20,1.89,-1,-1,-1
3,31,69.21,610.42,203.83,72.54,1.36,-1,-1,-1
3,32,87.42,621.67,165.65,55.37,1.48,-1,-1,-1
3,34,132.16,622.55,99.37,50.61,2.54,-1,-1,-1
3,35,97.26,630.98,92.41,53.62,1.55,-1,-1,-1
3,26,2029.21,126.99,19.65,46.37,4.24,-1,-1,-1
3,36,105.34,625.17,128.58,57.52,1.43,-1,-1,-1
4,1,2003.23,437.98,55.19,118.05,7.35,-1,-1,-1
4,2,1738.87,315.32,34.21,83.38,7.33,-1,-1,-1
4,3,1339.67,239.51,27.23,59.24,7.19,-1,-1,-1
4,4,2377.24,185.38,23.45,52.83,7.08,-1,-1,-1
4,5,1022.61,372.63,29.44,78.72,7.15,-1,-1,-1
4,6,3238.15,534.80,48.20,105.68,7.13,-1,-1,-1
4,7,2054.12,257.57,36.62,77.34,6.66,-1,-1,-1
4,8,1653.96,208.95,22.28,58.07,6.98,-1,-1,-1
4,9,2503.29,183.49,24.44,48.63,6.94,-1,-1,-1
4,10,1758.97,177.56,20.94,49.93,6.88,-1,-1,-1
4,11,1454.51,197.00,20.61,48.99,6.71,-1,-1,-1
4,12,2047.02,163.74,27.96,50.84,6.78,-1,-1,-1
4,13,2982.29,236.65,20.34,46.68,6.66,-1,-1,-1
4,14,1812.11,149.80,24.09,47.39,6.76,-1,-1,-1
4,15,2003.87,164.36,25.85,47.43,6.67,-1,-1,-1
4,16,2038.50,229.20,35.13,70.10,6.72,-1,-1,-1
4,17,2733.70,323.87,32.13,79.76,6.97,-1,-1,-1
4,18,887.15,281.35,26.88,49.82,6.56,-1,-1,-1
4,19,2550.05,208.11,25.76,58.65,7.04,-1,-1,-1
4,20,2030.85,189.23,27.29,63.83,6.71,-1,-1,-1
4,21,1554.78,156.42,21.97,43.53,6.39,-1,-1,-1
4,22,2048.77,296.13,35.59,83.80,5.65,-1,-1,-1
4,23,2183.40,129.49,21.97,45.52,5.52,-1,-1,-1
4,25,2030.63,201.37,28.55,68.31,5.02,-1,-1,-1
4,27,86.53,619.43,101.95,62.33,0.99,-1,-1,-1
4,28,2255.54,954.55,38.28,79.03,3.14,-1,-1,-1
4,29,150.63,622.27,78.65,51.36,1.58,-1,-1,-1
4,30,1589.63,134.74,22.33,42.12,1.93,-1,-1,-1
4,32,78.74,616.79,196.14,65.22,1.25,-1,-1,-1
4,34,114.63,622.86,119.73,57.12,2.32,-1,-1,-1
4,35,96.69,630.56,97.76,54.86,1.58,-1,-1,-1
4,26,2027.93,126.99,20.33,48.47,5.08,-1,-1,-1
5,1,2002.81,439.37,55.51,116.92,7.36,-1,-1,-1
5,2,1738.23,315.32,34.34,83.20,7.34,-1,-1,-1
5,3,1339.36,239.98,27.75,58.54,7.19,-1,-1,-1
5,4,2377.53,185.31,22.55,52.30,7.08,-1,-1,-1
5,5,1021.88,372.91,29.97,78.58,7.14,-1,-1,-1
5,6,3238.53,535.35,47.48,106.07,7.01,-1,-1,-1
5,7,2052.03,257.46,37.26,75.86,6.78,-1,-1,-1
5,8,1653.95,208.96,22.32,58.10,6.98,-1,-1,-1
5,9,2501.90,182.80,25.55,50.00,6.96,-1,-1,-1
5,10,1759.76,177.66,21.35,50.50,6.86,-1,-1,-1
5,11,1454.82,197.41,20.54,48.47,6.70,-1,-1,-1
5,12,2045.80,164.63,27.66,50.95,6.78,-1,-1,-1
5,13,2981.92,236.55,20.45,46.67,6.64,-1,-1,-1
5,14,1811.81,149.62,25.27,47.65,6.73,-1,-1,-1
5,15,2004.29,164.61,26.07,47.74,6.73,-1,-1,-1
5,16,2038.67,229.04,35.32,70.73,6.77,-1,-1,-1
5,17,2734.03,324.49,31.89,78.86,6.87,-1,-1,-1
5,18,887.38,281.57,27.33,50.38,6.68,-1,-1,-1
5,19,2549.93,208.42,25.85,57.97,7.14,-1,-1,-1
5,20,2031.30,189.77,26.55,63.31,6.57,-1,-1,-1
5,21,1554.56,156.29,22.08,43.65,6.40,-1,-1,-1
5,22,2049.04,296.91,35.75,83.27,5.73,-1,-1,-1
5,23,2183.53,130.25,21.75,44.73,4.18,-1,-1,-1
5,25,2032.80,209.98,30.49,68.59,4.68,-1,-1,-1
5,28,2255.54,954.55,38.29,79.08,2.98,-1,-1,-1
5,29,154.30,622.32,74.80,48.93,1.63,-1,-1,-1
5,32,87.67,620.28,166.23,58.38,1.02,-1,-1,-1
5,34,125.37,622.45,107.46,52.99,2.28,-1,-1,-1
5,35,99.08,632.14,92.25,53.32,1.27,-1,-1,-1
5,26,2027.18,126.78,20.22,49.00,3.88,-1,-1,-1
6,1,2002.78,440.04,54.68,116.78,7.37,-1,-1,-1
6,2,1738.08,315.02,34.01,83.69,7.35,-1,-1,-1
6,3,1339.07,239.84,27.35,59.32,7.18,-1,-1,-1
6,4,2377.87,185.50,21.81,51.77,7.07,-1,-1,-1
6,5,1021.58,373.07,30.61,78.50,7.12,-1,-1,-1
6,6,3239.38,535.54,45.98,105.83,6.95,-1,-1,-1
6,7,2052.14,257.23,37.72,76.29,6.86,-1,-1,-1
6,8,1654.04,208.93,22.25,58.16,6.98,-1,-1,-1
6,9,2501.07,182.30,26.89,49.40,6.99,-1,-1,-1
6,10,1760.06,177.93,21.81,50.43,6.89,-1,-1,-1
6,11,1455.14,197.23,20.63,48.71,6.74,-1,-1,-1
6,12,2045.44,164.91,27.43,49.34,6.75,-1,-1,-1
6,13,2981.62,236.51,21.24,46.88,6.68,-1,-1,-1
6,14,1811.54,148.40,25.67,48.97,6.67,-1,-1,-1
6,15,2004.92,164.24,26.16,47.68,6.73,-1,-1,-1
6,16,2038.62,228.41,36.15,70.02,6.78,-1,-1,-1
6,17,2734.49,325.34,31.23,76.56,6.65,-1,-1,-1
6,18,887.77,281.65,27.88,51.66,6.75,-1,-1,-1
6,19,2550.55,208.24,24.81,57.39,6.93,-1,-1,-1
6,20,2030.97,189.77,26.02,62.09,6.68,-1,-1,-1
6,21,1554.66,156.48,21.93,43.48,6.42,-1,-1,-1
